manip subject session order mm tm trialType iti fixDur stimDur nBlock nTrial alpha present targType nItems resp acc rt confidence estNItems estTime confidenceRT estNItemsRT estTimeRT RecRT Erreur REC Rec2Type RecRT2 Rec2 couleur
vs12 atmai 4 4 08Nov2011 1906 mixed 500 448 8000 6 6 2.56311979929 False X 8 a 1 967 None None None None None None None None None A 1265 0 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 555 8000 6 7 3.69460369252 True L 8 a 1 2301 None None None None None None None None None C 1134 7 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 561 8000 6 8 1.65666959281 False L 4 a 1 868 None None None None None None None None None A 1167 0 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 448 8000 6 9 0.657976279133 True X 8 a 1 930 None None None None None None None None None A 1033 0 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 587 8000 6 10 0.719613464969 False L 8 a 1 2084 None None None None None None None None None C 983 6 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 617 8000 6 11 2.4904650195 False L 8 z 1 1218 None None None None None None None None None A 847 3 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 434 8000 6 12 1.144704745 False X 4 z 1 934 None None None None None None None None None A 1217 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 663 8000 6 13 0.162016863901 True L 4 z 1 800 None None None None None None None None None A 1250 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 421 8000 6 14 3.55526870782 True X 16 a 1 902 None None None None None None None None None A 1565 0 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 695 8000 6 15 0.155754802567 True X 8 z 1 1085 None None None None None None None None None A 1034 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 481 8000 6 16 1.5560961879 True X 4 z 1 700 None None None None None None None None None A 966 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 454 8000 6 17 1.76666306492 True L 4 z 1 834 None None None None None None None None None A 1059 0 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 538 8000 6 18 2.63866696514 False L 4 a 1 1134 None None None None None None None None None A 1134 0 Rouge
vs12 atmai 4 4 08Nov2011 1906 mixed 500 456 8000 6 19 3.12414636573 False X 4 z 1 1317 None None None None None None None None None A 1000 1 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 572 8000 6 20 4.91720788074 True L 16 z 1 1683 None None None None None None None None None B 1083 4 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 447 8000 6 21 0.2770793873 True L 4 z 1 751 None None None None None None None None None B 965 4 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 501 8000 6 22 1.07848365609 True L 8 z 1 835 None None None None None None None None None B 1417 4 Vert
vs12 atmai 4 4 08Nov2011 1906 mixed 500 412 8000 6 23 2.53969611685 True X 4 a 1 765 None None None None None None None None None A 1066 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 456 8000 6 24 5.38063861315 True X 4 a 0 718 None None None None None None None None None A 2033 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 401 8000 6 25 0.0538332077863 True X 16 z 1 968 None None None None None None None None None A 1532 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 401 8000 6 26 3.22932358063 True X 4 a 1 917 None None None None None None None None None A 1118 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 471 8000 6 27 4.12556605386 False L 8 z 1 951 None None None None None None None None None A 1233 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 463 8000 6 28 3.0677183956 False X 8 a 1 1368 None None None None None None None None None A 1498 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 431 8000 6 29 2.86770667138 True L 8 z 1 934 None None None None None None None None None A 1149 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 625 8000 6 30 0.385799372326 True L 4 a 1 884 None None None None None None None None None A 1116 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 560 8000 6 31 4.22168636618 True L 16 a 1 1599 None None None None None None None None None A 950 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 443 8000 6 32 2.45805379261 True L 16 a 1 1152 None None None None None None None None None A 1016 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 678 8000 6 33 2.4797183222 False X 4 a 1 785 None None None None None None None None None A 1300 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 577 8000 6 34 1.49152459973 False X 4 a 1 697 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 589 8000 6 35 3.18271926392 True X 8 z 1 885 None None None None None None None None None A 1283 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 508 8000 6 36 1.41928216126 False X 16 z 1 818 None None None None None None None None None A 1099 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 493 8000 6 37 4.9940575122 True L 8 a 1 1614 None None None None None None None None None A 800 2 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 517 8000 6 38 1.97837770429 True X 16 z 1 969 None None None None None None None None None A 1049 1 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 572 8000 6 39 5.58874080509 False L 8 a 1 1200 None None None None None None None None None A 1133 1 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 578 8000 6 40 1.38871005178 False L 4 z 1 968 None None None None None None None None None A 901 0 Vert
vs12 atmai 4 4 08Nov2011 1907 mixed 500 548 8000 6 41 3.4745285059 True L 16 a 1 5982 None None None None None None None None None D 1134 10 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 609 8000 6 42 3.45255209938 False L 16 a 1 1469 None None None None None None None None None A 1417 2 Rouge
vs12 atmai 4 4 08Nov2011 1907 mixed 500 505 8000 6 43 5.76654192639 True L 4 z 1 817 None None None None None None None None None A 1215 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 572 8000 6 44 5.09667386836 False X 8 z 1 1201 None None None None None None None None None A 1333 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 527 8000 6 45 3.89084358718 True X 8 a 0 700 None None None None None None None None None A 1417 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 575 8000 6 46 0.171591363521 False X 4 a 1 696 None None None None None None None None None A 1350 0 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 696 8000 6 47 5.90945120117 False L 16 a 1 1485 None None None None None None None None None A 2450 3 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 536 8000 6 48 3.03408777699 False X 8 a 1 801 None None None None None None None None None A 1231 0 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 616 8000 6 49 3.14406516328 False L 4 z 1 800 None None None None None None None None None A 1033 2 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 475 8000 6 50 3.3775641815 False X 16 z 1 1152 None None None None None None None None None A 1183 2 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 544 8000 6 51 6.25380915749 False X 16 a 1 1233 None None None None None None None None None A 1416 0 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 563 8000 6 52 0.574742927815 True X 8 a 1 668 None None None None None None None None None A 1266 0 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 582 8000 6 53 0.813913228424 False L 4 a 1 1251 None None None None None None None None None A 1184 0 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 645 8000 6 54 3.74871783923 False L 16 a 1 2002 None None None None None None None None None B 1250 4 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 478 8000 6 55 5.96781790616 False L 16 a 1 1518 None None None None None None None None None A 1283 2 Rouge
vs12 atmai 4 4 08Nov2011 1908 mixed 500 415 8000 6 56 5.4476448345 False X 8 z 1 964 None None None None None None None None None A 1217 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 529 8000 6 57 1.60565980037 False L 8 z 1 718 None None None None None None None None None A 1083 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 431 8000 6 58 0.642679890046 True X 16 z 1 935 None None None None None None None None None A 1365 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 495 8000 6 59 2.70692761546 False X 16 z 1 819 None None None None None None None None None A 1200 0 Vert
vs12 atmai 4 4 08Nov2011 1908 mixed 500 407 8000 6 60 0.184591993642 True L 16 a 1 1302 None None None None None None None None None A 1282 0 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 447 8000 7 1 5.69289368842 True L 8 a 1 1301 None None None None None None None None None B 917 4 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 409 8000 7 2 3.27084271784 False L 16 z 1 985 None None None None None None None None None A 1015 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 486 8000 7 3 1.80818952832 False L 4 z 0 1034 None None None None None None None None None A 1567 2 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 628 8000 7 4 2.33309310103 False X 8 a 0 734 None None None None None None None None None A 1579 1 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 616 8000 7 5 2.99439621104 True L 8 a 1 917 None None None None None None None None None A 1084 0 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 413 8000 7 6 0.488514514555 False L 8 z 1 967 None None None None None None None None None A 1250 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 545 8000 7 7 2.53023788576 False X 8 a 1 1285 None None None None None None None None None A 1229 1 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 420 8000 7 8 0.723588278114 False X 16 z 1 801 None None None None None None None None None A 1067 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 604 8000 7 9 1.79343344554 False X 16 z 1 785 None None None None None None None None None A 1217 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 594 8000 7 10 5.37539504353 False X 4 a 0 733 None None None None None None None None None A 1429 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 457 8000 7 11 6.1530900873 True L 8 z 1 1018 None None None None None None None None None A 1050 0 Vert
vs12 atmai 4 4 08Nov2011 1909 mixed 500 631 8000 7 12 0.687604200674 True X 4 a 1 933 None None None None None None None None None A 1268 0 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 449 8000 7 13 5.5151529885 True X 16 a 1 815 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1909 mixed 500 691 8000 7 14 4.54141961695 False L 8 a 1 1117 None None None None None None None None None A 1150 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 680 8000 7 15 3.79749233531 True L 16 a 1 1418 None None None None None None None None None A 1830 2 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 637 8000 7 16 4.20763986992 False X 8 z 1 868 None None None None None None None None None A 966 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 407 8000 7 17 6.15301228019 False X 8 a 1 902 None None None None None None None None None A 1100 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 574 8000 7 18 4.36256319959 True L 4 z 1 1001 None None None None None None None None None A 1043 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 444 8000 7 19 0.0507909951142 False L 16 a 1 1153 None None None None None None None None None A 1167 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 552 8000 7 20 4.4580476977 True L 16 z 0 1019 None None None None None None None None None A 1032 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 522 8000 7 21 2.34469165267 True X 4 a 1 968 None None None None None None None None None A 964 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 422 8000 7 22 1.06149306824 False X 4 a 1 1000 None None None None None None None None None A 916 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 484 8000 7 23 4.80323258309 True X 8 z 1 1017 None None None None None None None None None A 1083 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 459 8000 7 24 2.13672534697 True X 16 a 1 1002 None None None None None None None None None A 1047 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 563 8000 7 25 0.938353032342 True X 16 a 1 702 None None None None None None None None None A 983 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 697 8000 7 26 6.25661768182 True X 4 a 1 1067 None None None None None None None None None A 867 2 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 525 8000 7 27 1.46900341221 True X 4 a 1 1200 None None None None None None None None None A 1113 2 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 466 8000 7 28 1.84994934265 True X 8 a 1 685 None None None None None None None None None A 985 2 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 615 8000 7 29 0.561460119162 True L 8 z 1 885 None None None None None None None None None A 3297 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 687 8000 7 30 3.34630762584 False X 8 z 1 902 None None None None None None None None None A 1166 1 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 455 8000 7 31 2.27492608678 False X 4 a 1 667 None None None None None None None None None A 1250 0 Rouge
vs12 atmai 4 4 08Nov2011 1910 mixed 500 404 8000 7 32 3.82839950199 False L 8 z 1 1134 None None None None None None None None None A 1079 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 690 8000 7 33 5.3505561806 False X 16 z 1 935 None None None None None None None None None A 1417 0 Vert
vs12 atmai 4 4 08Nov2011 1910 mixed 500 431 8000 7 34 4.47207805146 True L 16 a 1 2918 None None None None None None None None None C 2360 7 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 515 8000 7 35 2.61217979335 False X 16 z 1 1286 None None None None None None None None None A 1215 0 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 458 8000 7 36 2.26878731817 True X 16 a 1 1285 None None None None None None None None None A 1630 1 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 466 8000 7 37 4.13941563147 True X 16 a 1 669 None None None None None None None None None A 1083 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 551 8000 7 38 4.31245981976 True X 8 a 1 751 None None None None None None None None None A 1033 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 474 8000 7 39 3.69281351506 True L 4 z 0 968 None None None None None None None None None A 1311 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 675 8000 7 40 5.01927580855 False L 8 z 1 867 None None None None None None None None None A 967 1 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 580 8000 7 41 2.10739576183 True L 16 a 1 1918 None None None None None None None None None A 1133 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 681 8000 7 42 4.85535439429 False L 4 z 1 1065 None None None None None None None None None A 900 0 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 686 8000 7 43 2.7038214431 True L 4 a 1 1284 None None None None None None None None None A 1050 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 559 8000 7 44 0.721146100846 False X 4 z 1 1067 None None None None None None None None None A 1033 0 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 438 8000 7 45 5.16429165576 False L 4 a 1 1098 None None None None None None None None None A 1150 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 656 8000 7 46 3.14959189551 True X 4 z 1 900 None None None None None None None None None A 1000 0 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 447 8000 7 47 4.14383281273 False L 16 a 1 1702 None None None None None None None None None C 1745 6 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 610 8000 7 48 1.45098873423 False X 4 a 0 1217 None None None None None None None None None B 2283 4 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 576 8000 7 49 4.93653965469 True L 16 z 1 1702 None None None None None None None None None B 1278 5 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 599 8000 7 50 3.17777756514 True X 8 z 1 917 None None None None None None None None None A 1367 0 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 405 8000 7 51 0.01737865389 True L 4 a 1 1051 None None None None None None None None None A 1449 0 Rouge
vs12 atmai 4 4 08Nov2011 1911 mixed 500 615 8000 7 52 2.94610230824 False L 16 z 1 2181 None None None None None None None None None C 1215 6 Vert
vs12 atmai 4 4 08Nov2011 1911 mixed 500 546 8000 7 53 5.83069072661 False L 8 a 1 1384 None None None None None None None None None A 1116 1 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 455 8000 7 54 3.34624827175 True L 8 z 1 1001 None None None None None None None None None A 1166 0 Vert
vs12 atmai 4 4 08Nov2011 1912 mixed 500 629 8000 7 55 5.46725376068 False L 4 a 1 783 None None None None None None None None None A 1568 0 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 438 8000 7 56 2.24548192284 True X 8 z 1 984 None None None None None None None None None A 1000 0 Vert
vs12 atmai 4 4 08Nov2011 1912 mixed 500 689 8000 7 57 2.31546966119 False L 16 a 1 1931 None None None None None None None None None A 1667 3 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 444 8000 7 58 2.35056471469 False L 4 a 1 1033 None None None None None None None None None A 1432 0 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 692 8000 7 59 2.30758799022 True L 4 a 1 880 None None None None None None None None None A 1150 1 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 501 8000 7 60 3.4680748767 False X 16 z 1 1037 None None None None None None None None None A 966 0 Vert
vs12 atmai 4 4 08Nov2011 1912 mixed 500 617 8000 8 1 2.98263799083 True X 4 a 1 635 None None None None None None None None None A 1317 0 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 693 8000 8 2 1.9430431876 False X 16 z 1 1002 None None None None None None None None None A 1229 2 Vert
vs12 atmai 4 4 08Nov2011 1912 mixed 500 448 8000 8 3 4.0212876821 True L 8 a 1 1101 None None None None None None None None None A 917 2 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 699 8000 8 4 0.986794684184 False X 4 a 1 867 None None None None None None None None None A 1117 0 Rouge
vs12 atmai 4 4 08Nov2011 1912 mixed 500 620 8000 8 5 4.50135648823 True L 8 z 1 801 None None None None None None None None None A 1012 0 Vert
vs12 atmai 4 4 08Nov2011 1912 mixed 500 637 8000 8 6 0.531853402515 False X 8 z 1 768 None None None None None None None None None A 1117 0 Vert
vs12 atmai 4 4 08Nov2011 1913 mixed 500 527 8000 8 7 2.0329188257 True L 4 z 0 1150 None None None None None None None None None A 1400 0 Rouge
vs12 atmai 4 4 08Nov2011 1913 mixed 500 496 8000 8 8 5.92365982184 True X 16 a 1 717 None None None None None None None None None A 1082 0 Rouge
vs12 atmai 4 4 08Nov2011 1913 mixed 500 400 8000 8 9 3.54251670544 False L 8 a 1 1018 None None None None None None None None None A 1034 0 Rouge
vs12 atmai 4 4 08Nov2011 1913 mixed 500 547 8000 8 10 2.08777141416 True L 16 a 1 2351 None None None None None None None None None C 1051 7 Rouge
